customer_id,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,cluster
2246,123,2,108.3,2,1,4,214,7,3
2247,213,3,68.15,1,2,3,123,6,0
2248,288,1,4.4,1,1,1,111,3,1
2249,215,2,55.1,1,1,2,112,4,0
2250,76,2,73.4,3,1,3,313,7,4
2251,190,5,205.0,1,4,5,145,10,2
2252,83,6,131.17,3,5,5,355,13,4
2253,162,3,34.3,2,2,1,221,5,0
2254,340,5,135.7,1,4,5,145,10,3
2255,12,5,105.85,4,4,4,444,12,4
2256,131,4,85.35,2,3,3,233,8,0
2257,229,4,64.9,1,3,3,133,7,3
2258,437,3,33.3,1,2,1,121,4,1
2259,562,3,26.15,1,2,1,121,4,1
2260,61,3,62.75,3,2,3,323,8,0
2261,184,6,65.5,1,5,3,153,9,3
2262,56,4,108.95,3,3,4,334,10,4
2263,181,1,39.9,1,1,2,112,4,0
2264,352,3,59.2,1,2,2,122,5,3
2265,96,3,93.85,2,2,4,224,8,4
2266,91,2,86.3,2,1,3,213,6,4
2267,49,6,151.6,3,5,5,355,13,4
2269,101,3,81.9,2,2,3,223,7,0
2270,91,6,222.4,2,5,5,255,12,2
2271,40,11,240.2,3,5,5,355,13,2
2272,116,6,142.0,2,5,5,255,12,2
2273,33,7,89.0,3,5,4,354,12,4
2274,359,5,79.34,1,4,3,143,8,3
2275,150,2,33.32,2,1,1,211,4,0
2276,353,3,58.7,1,2,2,122,5,3
2277,346,3,89.46,1,2,4,124,7,3
2278,142,3,42.84,2,2,2,222,6,0
2279,400,3,90.6,1,2,4,124,7,3
2280,353,2,35.5,1,1,1,111,3,1
2281,64,1,53.7,3,1,2,312,6,4
2282,233,1,57.6,1,1,2,112,4,0
2283,346,2,38.42,1,1,2,112,4,1
2284,287,4,131.4,1,3,5,135,9,3
2285,14,2,26.2,4,1,1,411,6,0
2286,26,3,99.9,4,2,4,424,10,4
2287,14,4,84.2,4,3,3,433,10,4
2288,213,4,83.12,1,3,3,133,7,3
2289,56,7,137.84,3,5,5,355,13,4
2290,111,4,94.2,2,3,4,234,9,0
2291,101,5,97.85,2,4,4,244,10,4
2292,280,1,12.4,1,1,1,111,3,1
2293,11,8,140.56,4,5,5,455,14,4
2294,98,9,202.0,2,5,5,255,12,2
2295,2,4,47.9,5,3,2,532,10,4
2296,566,1,5.35,1,1,1,111,3,1
2297,304,1,5.92,1,1,1,111,3,1
2298,85,8,166.8,3,5,5,355,13,2
2299,50,3,69.07,3,2,3,323,8,4
2300,102,4,107.3,2,3,4,234,9,4
2301,6,4,39.35,5,3,2,532,10,4
2302,700,1,6.0,1,1,1,111,3,1
2303,518,3,122.6,1,2,4,124,7,3
2304,182,1,6.4,1,1,1,111,3,1
2305,93,3,102.34,2,2,4,224,8,4
2306,82,5,93.54,3,4,4,344,11,4
2307,184,4,121.62,1,3,4,134,8,3
2308,476,2,28.6,1,1,1,111,3,1
2309,1,4,64.07,5,3,3,533,11,4
2310,281,4,137.68,1,3,5,135,9,3
2311,59,6,117.2,3,5,4,354,12,4
2312,229,4,74.5,1,3,3,133,7,3
2313,315,2,38.54,1,1,2,112,4,1
2314,35,5,67.3,3,4,3,343,10,4
2315,10,7,128.42,4,5,5,455,14,4
2316,205,3,83.16,1,2,3,123,6,0
2318,348,2,33.7,1,1,1,111,3,1
2319,234,2,82.3,1,1,3,113,5,3
2320,387,5,110.9,1,4,4,144,9,3
2321,197,4,121.2,1,3,4,134,8,3
2322,683,2,24.8,1,1,1,111,3,1
2323,368,2,52.3,1,1,2,112,4,3
2324,134,3,41.6,2,2,2,222,6,0
2325,258,6,110.58,1,5,4,154,10,3
2326,31,3,57.3,3,2,2,322,7,4
2327,22,4,78.0,4,3,3,433,10,4
2328,311,2,69.7,1,1,3,113,5,3
2329,168,2,30.3,2,1,1,211,4,0
2330,420,2,17.4,1,1,1,111,3,1
2331,32,6,82.22,3,5,3,353,11,4
2332,15,6,97.8,4,5,4,454,13,4
2334,668,2,27.0,1,1,1,111,3,1
2335,160,2,30.2,2,1,1,211,4,0
2336,84,4,120.84,3,3,4,334,10,4
2337,137,6,105.8,2,5,4,254,11,3
2338,22,3,121.2,4,2,4,424,10,4
2339,589,4,110.0,1,3,4,134,8,3
2340,32,7,134.4,3,5,5,355,13,4
2341,373,5,115.02,1,4,4,144,9,3
2342,376,2,26.3,1,1,1,111,3,1
2343,214,4,37.1,1,3,2,132,6,3
2344,13,6,230.0,4,5,5,455,14,2
2345,13,4,51.5,4,3,2,432,9,4
2346,104,5,191.9,2,4,5,245,11,2
2347,337,2,33.3,1,1,1,111,3,1
2348,19,6,158.91,4,5,5,455,14,4
2349,166,7,116.32,2,5,4,254,11,2
2350,579,2,10.5,1,1,1,111,3,1
2351,358,3,62.64,1,2,3,123,6,3
2352,239,3,53.09,1,2,2,122,5,0
2353,242,4,50.7,1,3,2,132,6,3
2354,497,2,15.3,1,1,1,111,3,1
2355,159,5,89.7,2,4,4,244,10,0
2356,121,5,129.0,2,4,5,245,11,2
2357,98,7,149.35,2,5,5,255,12,2
2358,15,3,111.16,4,2,4,424,10,4
2359,124,5,101.62,2,4,4,244,10,3
2360,315,3,73.3,1,2,3,123,6,3
2361,88,4,57.5,3,3,2,332,8,0
2362,37,5,105.75,3,4,4,344,11,4
2363,66,4,156.6,3,3,5,335,11,4
2364,113,4,106.3,2,3,4,234,9,3
2365,192,5,158.6,1,4,5,145,10,2
2366,134,4,71.5,2,3,3,233,8,0
2368,49,1,53.8,3,1,2,312,6,4
2369,74,4,143.5,3,3,5,335,11,4
2370,109,7,178.26,2,5,5,255,12,2
2371,122,3,56.6,2,2,2,222,6,0
2372,118,2,19.6,2,1,1,211,4,0
2373,495,1,10.1,1,1,1,111,3,1
2374,190,5,154.3,1,4,5,145,10,2
2375,21,5,138.6,4,4,5,445,13,4
2376,216,3,93.0,1,2,4,124,7,3
2377,258,2,35.0,1,1,1,111,3,1
2378,259,1,49.0,1,1,2,112,4,3
2379,102,3,78.5,2,2,3,223,7,0
2380,82,6,177.75,3,5,5,355,13,2
2381,227,7,165.02,1,5,5,155,11,2
2383,86,5,147.29,3,4,5,345,12,4
2384,362,2,32.6,1,1,1,111,3,1
2386,25,4,83.0,4,3,3,433,10,4
2387,659,1,8.1,1,1,1,111,3,1
2388,406,4,60.62,1,3,2,132,6,3
2389,47,6,166.19,3,5,5,355,13,4
2390,131,5,51.56,2,4,2,242,8,0
2391,25,6,100.4,4,5,4,454,13,4
2392,15,2,50.8,4,1,2,412,7,4
2393,257,3,98.1,1,2,4,124,7,3
2394,38,10,221.0,3,5,5,355,13,2
2395,408,2,107.6,1,1,4,114,6,3
2396,496,5,79.85,1,4,3,143,8,3
2397,87,2,51.94,3,1,2,312,6,0
2398,356,3,26.2,1,2,1,121,4,1
2399,321,5,139.3,1,4,5,145,10,3
2400,283,4,154.15,1,3,5,135,9,3
2401,11,5,111.3,4,4,4,444,12,4
2402,115,3,66.83,2,2,3,223,7,0
2403,29,4,142.1,4,3,5,435,12,4
2404,76,5,81.3,3,4,3,343,10,4
2406,23,7,110.96,4,5,4,454,13,4
2407,295,3,76.3,1,2,3,123,6,3
2408,112,7,189.93,2,5,5,255,12,2
2410,39,3,78.0,3,2,3,323,8,4
2411,618,3,48.4,1,2,2,122,5,1
2412,292,2,69.7,1,1,3,113,5,3
2413,17,6,86.65,4,5,3,453,12,4
2414,574,1,21.0,1,1,1,111,3,1
2415,144,4,133.9,2,3,5,235,10,2
2416,55,3,81.6,3,2,3,323,8,4
2417,422,1,11.4,1,1,1,111,3,1
2419,130,3,93.8,2,2,4,224,8,0
2420,94,3,64.5,2,2,3,223,7,0
2421,38,7,150.3,3,5,5,355,13,4
2422,49,2,60.0,3,1,2,312,6,4
2423,517,2,34.8,1,1,1,111,3,1
2424,458,3,68.1,1,2,3,123,6,3
2425,313,2,7.5,1,1,1,111,3,1
2426,113,7,203.5,2,5,5,255,12,2
2427,187,3,46.15,1,2,2,122,5,0
2428,131,6,85.45,2,5,3,253,10,3
2429,184,1,33.96,1,1,1,111,3,0
2430,344,3,98.4,1,2,4,124,7,3
2431,64,5,77.57,3,4,3,343,10,4
2432,18,7,137.0,4,5,5,455,14,4
2433,3,7,316.81,5,5,5,555,15,2
2434,103,3,86.5,2,2,3,223,7,0
2435,92,5,157.05,2,4,5,245,11,2
2436,36,4,86.6,3,3,3,333,9,4
2437,45,5,134.7,3,4,5,345,12,4
2438,313,2,51.6,1,1,2,112,4,3
2439,60,4,92.34,3,3,4,334,10,4
2440,194,9,223.29,1,5,5,155,11,2
2441,180,6,73.92,2,5,3,253,10,3
2442,674,1,13.4,1,1,1,111,3,1
2443,45,7,241.7,3,5,5,355,13,2
2444,196,3,56.43,1,2,2,122,5,0
2445,427,4,87.6,1,3,3,133,7,3
2446,113,4,79.8,2,3,3,233,8,0
2447,2,7,204.0,5,5,5,555,15,2
2448,1,6,74.9,5,5,3,553,13,4
2449,175,4,85.6,2,3,3,233,8,0
2450,152,3,49.7,2,2,2,222,6,0
2451,458,3,30.65,1,2,1,121,4,1
2452,141,3,129.16,2,2,5,225,9,2
2453,9,6,114.69,4,5,4,454,13,4
2454,50,7,140.7,3,5,5,355,13,4
2455,360,2,45.7,1,1,2,112,4,1
2456,655,1,12.5,1,1,1,111,3,1
2457,382,3,23.0,1,2,1,121,4,3
2458,129,2,55.7,2,1,2,212,5,0
2459,99,3,100.7,2,2,4,224,8,4
2460,12,4,70.7,4,3,3,433,10,4
2461,87,2,38.3,3,1,2,312,6,0
2462,280,2,67.78,1,1,3,113,5,3
2463,4,3,19.2,5,2,1,521,8,0
2464,164,4,76.7,2,3,3,233,8,0
2465,3,2,124.3,5,1,4,514,10,4
2466,81,4,150.2,3,3,5,335,11,4
2467,84,6,86.8,3,5,3,353,11,4
2468,292,2,29.8,1,1,1,111,3,1
2469,98,4,104.8,2,3,4,234,9,4
2470,230,4,64.3,1,3,3,133,7,3
2471,139,3,57.3,2,2,2,222,6,0
2472,347,4,57.1,1,3,2,132,6,3
2473,182,2,26.4,1,1,1,111,3,1
2474,324,1,11.0,1,1,1,111,3,1
2475,50,6,126.8,3,5,4,354,12,4
2476,26,5,37.85,4,4,2,442,10,4
2477,209,3,26.9,1,2,1,121,4,0
2478,484,2,111.45,1,1,4,114,6,3
2479,351,5,40.05,1,4,2,142,7,3
2480,101,5,46.7,2,4,2,242,8,0
2481,36,2,74.76,3,1,3,313,7,4
2482,708,1,6.9,1,1,1,111,3,1
2483,63,4,75.5,3,3,3,333,9,4
2484,140,5,136.75,2,4,5,245,11,2
2485,226,3,46.45,1,2,2,122,5,0
2486,35,2,41.15,3,1,2,312,6,0
2487,174,2,18.1,2,1,1,211,4,1
2488,133,2,69.5,2,1,3,213,6,0
2489,8,4,62.42,4,3,3,433,10,4
2490,12,3,19.92,4,2,1,421,7,4
2492,50,7,209.84,3,5,5,355,13,2
2493,145,2,20.7,2,1,1,211,4,0
2494,118,4,121.4,2,3,4,234,9,3
2495,155,4,83.7,2,3,3,233,8,0
2496,28,4,99.36,4,3,4,434,11,4
2497,511,1,4.9,1,1,1,111,3,1
2499,38,5,159.22,3,4,5,345,12,4
2500,24,3,85.55,4,2,3,423,9,4
2501,112,2,23.0,2,1,1,211,4,0
2502,259,3,97.62,1,2,4,124,7,3
2503,325,1,63.9,1,1,3,113,5,3
2504,138,5,127.7,2,4,5,245,11,3
2505,30,4,76.9,4,3,3,433,10,4
2506,3,4,56.9,5,3,2,532,10,4
2507,0,4,125.6,5,3,4,534,12,4
2508,3,4,61.25,5,3,2,532,10,4
2509,168,4,105.1,2,3,4,234,9,3
2510,92,4,121.8,2,3,4,234,9,4
2511,169,8,202.74,2,5,5,255,12,2
2512,119,6,208.22,2,5,5,255,12,2
2513,15,4,80.3,4,3,3,433,10,4
2514,58,3,79.9,3,2,3,323,8,4
2515,161,5,96.28,2,4,4,244,10,3
2516,152,2,48.3,2,1,2,212,5,0
2517,18,9,256.25,4,5,5,455,14,2
2518,180,4,100.5,2,3,4,234,9,3
2519,210,6,99.7,1,5,4,154,10,3
2520,24,3,34.77,4,2,1,421,7,0
2521,16,3,70.2,4,2,3,423,9,4
2522,509,3,49.3,1,2,2,122,5,1
2523,179,5,130.06,2,4,5,245,11,3
2524,25,10,223.95,4,5,5,455,14,2
2525,44,5,97.54,3,4,4,344,11,4
2526,75,2,21.1,3,1,1,311,5,0
2527,141,2,53.1,2,1,2,212,5,0
2528,72,3,65.3,3,2,3,323,8,0
2530,122,4,77.54,2,3,3,233,8,0
2531,493,2,57.5,1,1,2,112,4,3
2532,177,3,90.75,2,2,4,224,8,0
2533,372,3,70.4,1,2,3,123,6,3
2534,52,6,123.52,3,5,4,354,12,4
2535,50,5,95.5,3,4,4,344,11,4
2536,53,3,59.3,3,2,2,322,7,4
2537,77,3,35.6,3,2,1,321,6,0
2538,156,3,43.2,2,2,2,222,6,0
2539,45,2,20.6,3,1,1,311,5,0
2540,300,6,132.7,1,5,5,155,11,3
2541,474,3,28.2,1,2,1,121,4,1
2542,36,3,71.0,3,2,3,323,8,4
2543,139,4,85.85,2,3,3,233,8,0
2544,335,4,74.6,1,3,3,133,7,3
2545,42,6,43.35,3,5,2,352,10,4
2546,237,2,37.8,1,1,2,112,4,1
2547,36,5,148.6,3,4,5,345,12,4
2548,5,4,63.45,5,3,3,533,11,4
2549,128,7,201.92,2,5,5,255,12,2
2550,7,7,163.14,5,5,5,555,15,4
2551,70,3,83.6,3,2,3,323,8,4
2552,359,5,119.52,1,4,4,144,9,3
2553,163,6,73.23,2,5,3,253,10,3
2555,7,7,194.4,5,5,5,555,15,4
2556,124,4,95.8,2,3,4,234,9,0
2557,68,3,58.4,3,2,2,322,7,0
2558,140,1,10.6,2,1,1,211,4,1
2559,429,3,72.7,1,2,3,123,6,3
2560,34,6,165.52,3,5,5,355,13,4
2561,133,4,74.85,2,3,3,233,8,0
2562,411,4,111.2,1,3,4,134,8,3
2563,1,4,98.55,5,3,4,534,12,4
2564,169,4,87.8,2,3,3,233,8,0
2565,93,4,75.74,2,3,3,233,8,0
2566,333,1,44.92,1,1,2,112,4,3
2567,526,1,22.4,1,1,1,111,3,1
2568,82,7,167.3,3,5,5,355,13,2
2569,167,3,91.1,2,2,4,224,8,0
2570,128,5,86.4,2,4,3,243,9,0
2571,166,3,76.1,2,2,3,223,7,0
2572,217,1,39.4,1,1,2,112,4,0
2573,361,5,157.4,1,4,5,145,10,3
2574,19,4,98.44,4,3,4,434,11,4
2575,292,2,74.2,1,1,3,113,5,3
2576,370,2,52.3,1,1,2,112,4,3
2577,66,4,29.45,3,3,1,331,7,4
2578,29,7,155.76,4,5,5,455,14,4
2579,266,3,92.3,1,2,4,124,7,3
2580,43,5,124.0,3,4,4,344,11,4
2581,16,5,99.85,4,4,4,444,12,4
2582,46,2,143.8,3,1,5,315,9,4
2583,279,2,67.5,1,1,3,113,5,3
2584,249,8,153.97,1,5,5,155,11,2
2585,291,4,35.4,1,3,1,131,5,3
2586,65,2,53.1,3,1,2,312,6,0
2587,211,5,84.25,1,4,3,143,8,3
2588,2,2,42.8,5,1,2,512,8,0
2589,245,7,97.64,1,5,4,154,10,2
2590,14,5,104.5,4,4,4,444,12,4
2591,385,2,4.8,1,1,1,111,3,1
2592,90,6,112.54,3,5,4,354,12,4
2593,443,3,41.32,1,2,2,122,5,1
2594,223,4,49.3,1,3,2,132,6,0
2595,341,5,134.45,1,4,5,145,10,3
2597,137,7,125.25,2,5,4,254,11,2
2598,49,1,59.1,3,1,2,312,6,4
2599,38,4,160.1,3,3,5,335,11,4
2600,14,7,158.9,4,5,5,455,14,4
2601,69,6,197.0,3,5,5,355,13,2
2602,19,6,145.44,4,5,5,455,14,4
2603,550,1,31.86,1,1,1,111,3,1
2604,101,5,103.1,2,4,4,244,10,4
2605,487,2,33.35,1,1,1,111,3,1
2606,338,3,60.7,1,2,2,122,5,3
2607,405,2,19.3,1,1,1,111,3,1
2608,102,4,43.4,2,3,2,232,7,0
2609,126,2,22.6,2,1,1,211,4,0
2610,70,3,75.04,3,2,3,323,8,4
2611,366,3,38.35,1,2,2,122,5,1
2612,213,7,149.25,1,5,5,155,11,2
2613,129,6,75.45,2,5,3,253,10,3
2614,188,1,9.0,1,1,1,111,3,1
2615,580,2,27.2,1,1,1,111,3,1
2616,228,4,72.0,1,3,3,133,7,3
2617,222,7,126.85,1,5,4,154,10,2
2618,27,5,163.9,4,4,5,445,13,4
2619,371,3,43.56,1,2,2,122,5,1
2620,16,4,53.55,4,3,2,432,9,4
2621,459,2,25.2,1,1,1,111,3,1
2622,90,3,65.7,3,2,3,323,8,0
2623,81,3,65.5,3,2,3,323,8,0
2624,134,2,61.8,2,1,2,212,5,0
2625,42,10,239.96,3,5,5,355,13,2
2626,508,2,39.0,1,1,2,112,4,1
2627,60,3,42.2,3,2,2,322,7,0
2628,393,1,18.0,1,1,1,111,3,1
2629,24,5,178.54,4,4,5,445,13,4
2630,318,3,77.24,1,2,3,123,6,3
2631,94,3,30.5,2,2,1,221,5,0
2632,98,9,254.8,2,5,5,255,12,2
2633,33,6,102.2,3,5,4,354,12,4
2634,252,1,36.9,1,1,1,111,3,1
2635,104,2,67.2,2,1,3,213,6,0
2636,110,2,78.0,2,1,3,213,6,0
2637,468,2,12.9,1,1,1,111,3,1
2638,446,2,83.4,1,1,3,113,5,3
2639,48,3,61.1,3,2,2,322,7,4
2640,252,1,2.4,1,1,1,111,3,1
2641,304,5,96.1,1,4,4,144,9,3
2642,273,3,43.6,1,2,2,122,5,1
2643,29,5,86.55,4,4,3,443,11,4
2644,588,3,43.9,1,2,2,122,5,1
2645,186,8,135.1,1,5,5,155,11,2
2646,49,3,100.6,3,2,4,324,9,4
2648,52,5,152.7,3,4,5,345,12,4
2649,32,4,85.2,3,3,3,333,9,4
2650,38,4,193.71,3,3,5,335,11,2
2651,475,2,32.12,1,1,1,111,3,1
2652,4,3,116.69,5,2,4,524,11,4
2653,23,5,77.15,4,4,3,443,11,4
2654,35,6,141.7,3,5,5,355,13,4
2655,182,2,45.76,1,1,2,112,4,0
2656,14,5,105.1,4,4,4,444,12,4
2657,223,2,57.2,1,1,2,112,4,0
2658,75,2,26.9,3,1,1,311,5,0
2659,22,5,172.97,4,4,5,445,13,4
2660,475,2,86.2,1,1,3,113,5,3
2661,243,4,71.9,1,3,3,133,7,3
2662,390,3,33.4,1,2,1,121,4,1
2663,70,9,208.82,3,5,5,355,13,2
2664,101,3,62.9,2,2,3,223,7,0
2665,261,2,84.66,1,1,3,113,5,3
2666,16,7,110.55,4,5,4,454,13,4
2667,197,2,38.29,1,1,2,112,4,0
2668,394,1,4.2,1,1,1,111,3,1
2669,97,4,62.1,2,3,3,233,8,0
2670,245,2,47.1,1,1,2,112,4,0
2671,156,4,56.3,2,3,2,232,7,0
2672,34,5,121.8,3,4,4,344,11,4
2673,20,4,36.1,4,3,1,431,8,4
2674,483,3,41.7,1,2,2,122,5,1
2675,106,3,17.0,2,2,1,221,5,0
2676,53,5,129.9,3,4,5,345,12,4
2677,7,2,33.6,5,1,1,511,7,0
2678,32,4,99.05,3,3,4,334,10,4
2679,379,3,57.39,1,2,2,122,5,3
2680,141,4,70.1,2,3,3,233,8,0
2681,242,3,72.0,1,2,3,123,6,3
2682,29,5,49.2,4,4,2,442,10,4
2683,141,3,82.7,2,2,3,223,7,0
2684,353,1,7.5,1,1,1,111,3,1
2685,84,5,60.4,3,4,2,342,9,4
2686,375,2,27.0,1,1,1,111,3,1
2687,107,4,140.6,2,3,5,235,10,2
2688,38,5,100.1,3,4,4,344,11,4
2689,244,4,85.4,1,3,3,133,7,3
2690,56,7,185.5,3,5,5,355,13,4
2691,56,5,104.3,3,4,4,344,11,4
2692,82,3,125.6,3,2,4,324,9,4
2693,58,4,101.4,3,3,4,334,10,4
2694,36,6,161.76,3,5,5,355,13,4
2695,179,3,74.3,2,2,3,223,7,0
2696,119,5,76.0,2,4,3,243,9,0
2697,541,2,78.7,1,1,3,113,5,3
2698,340,3,61.8,1,2,2,122,5,3
2699,32,5,60.55,3,4,2,342,9,4
2700,45,4,114.88,3,3,4,334,10,4
2701,501,5,104.69,1,4,4,144,9,3
2702,217,4,69.3,1,3,3,133,7,0
2703,100,4,73.0,2,3,3,233,8,0
2704,42,2,39.8,3,1,2,312,6,0
2705,44,3,72.94,3,2,3,323,8,4
2706,88,8,260.9,3,5,5,355,13,2
2707,73,7,123.56,3,5,4,354,12,4
2708,316,2,79.5,1,1,3,113,5,3
2709,132,4,46.45,2,3,2,232,7,0
2710,77,2,19.5,3,1,1,311,5,0
2711,108,3,107.2,2,2,4,224,8,3
2712,95,5,67.54,2,4,3,243,9,0
2713,134,5,159.3,2,4,5,245,11,2
2714,290,1,36.7,1,1,1,111,3,1
2715,177,6,117.4,2,5,4,254,11,3
2716,98,7,192.1,2,5,5,255,12,2
2717,727,1,8.4,1,1,1,111,3,1
2718,201,8,170.72,1,5,5,155,11,2
2719,214,5,98.0,1,4,4,144,9,3
2720,552,1,14.9,1,1,1,111,3,1
2721,142,2,41.3,2,1,2,212,5,0
2722,412,2,22.1,1,1,1,111,3,1
2723,57,4,157.5,3,3,5,335,11,4
2724,244,2,81.2,1,1,3,113,5,3
2725,702,2,33.4,1,1,1,111,3,1
2726,395,4,69.92,1,3,3,133,7,3
2727,15,5,108.4,4,4,4,444,12,4
2728,32,2,50.4,3,1,2,312,6,4
2729,97,7,236.3,2,5,5,255,12,2
2730,50,4,107.11,3,3,4,334,10,4
2731,263,2,18.0,1,1,1,111,3,1
2732,272,4,68.9,1,3,3,133,7,3
2733,161,3,29.3,2,2,1,221,5,0
2734,275,1,29.14,1,1,1,111,3,1
2735,212,1,7.4,1,1,1,111,3,1
2736,4,7,262.2,5,5,5,555,15,2
2737,369,2,37.73,1,1,2,112,4,1
2738,51,7,220.0,3,5,5,355,13,2
2739,102,2,37.2,2,1,2,212,5,0
2740,181,2,53.8,1,1,2,112,4,0
2741,93,4,61.5,2,3,2,232,7,0
2742,81,3,49.85,3,2,2,322,7,0
2743,142,7,312.46,2,5,5,255,12,2
2744,225,3,69.5,1,2,3,123,6,0
2745,245,6,144.6,1,5,5,155,11,3
2746,215,7,167.15,1,5,5,155,11,2
2747,122,6,131.3,2,5,5,255,12,2
2748,637,1,20.4,1,1,1,111,3,1
2749,191,3,65.1,1,2,3,123,6,0
2750,107,3,62.95,2,2,3,223,7,0
2751,330,5,96.37,1,4,4,144,9,3
2752,81,1,24.7,3,1,1,311,5,0
2753,113,3,48.2,2,2,2,222,6,0
2754,242,3,82.1,1,2,3,123,6,3
2755,227,6,160.3,1,5,5,155,11,2
2756,37,4,97.9,3,3,4,334,10,4
2757,14,3,127.8,4,2,5,425,11,4
2758,41,9,212.9,3,5,5,355,13,2
2759,156,1,8.0,2,1,1,211,4,1
2760,144,9,135.4,2,5,5,255,12,2
2761,249,6,99.18,1,5,4,154,10,3
2762,12,4,82.35,4,3,3,433,10,4
2763,320,4,53.54,1,3,2,132,6,3
2764,2,6,92.75,5,5,4,554,14,4
2765,30,5,156.25,4,4,5,445,13,4
2766,133,3,75.2,2,2,3,223,7,0
2767,337,1,23.1,1,1,1,111,3,1
2768,363,2,52.1,1,1,2,112,4,3
2769,152,5,132.63,2,4,5,245,11,2
2770,168,2,37.5,2,1,2,212,5,0
2771,126,3,133.7,2,2,5,225,9,2
2772,26,7,237.2,4,5,5,455,14,2
2773,579,1,14.5,1,1,1,111,3,1
2774,63,3,27.96,3,2,1,321,6,0
2775,54,4,83.3,3,3,3,333,9,4
2776,595,2,25.14,1,1,1,111,3,1
2777,212,4,86.2,1,3,3,133,7,3
2778,549,4,37.59,1,3,2,132,6,3
2779,3,6,218.15,5,5,5,555,15,2
2780,80,2,66.2,3,1,3,313,7,0
2781,212,6,88.5,1,5,4,154,10,3
2782,204,3,70.7,1,2,3,123,6,0
2783,274,1,7.8,1,1,1,111,3,1
2784,47,5,133.95,3,4,5,345,12,4
2785,73,5,132.96,3,4,5,345,12,4
2786,280,3,71.3,1,2,3,123,6,3
2787,189,6,155.6,1,5,5,155,11,2
2788,118,4,36.6,2,3,1,231,6,0
2789,212,8,209.6,1,5,5,155,11,2
2790,0,3,80.5,5,2,3,523,10,4
2791,404,1,38.1,1,1,2,112,4,1
2792,67,4,92.9,3,3,4,334,10,4
2794,92,7,236.4,2,5,5,255,12,2
2795,238,5,74.0,1,4,3,143,8,3
2796,74,5,69.0,3,4,3,343,10,4
2797,109,2,50.7,2,1,2,212,5,0
2798,130,4,29.2,2,3,1,231,6,0
2799,111,8,161.7,2,5,5,255,12,2
2800,89,5,78.15,3,4,3,343,10,4
2801,446,4,22.35,1,3,1,131,5,3
2802,380,4,59.2,1,3,2,132,6,3
2803,430,5,96.62,1,4,4,144,9,3
2804,346,4,71.6,1,3,3,133,7,3
2805,122,4,77.85,2,3,3,233,8,0
2806,633,4,98.5,1,3,4,134,8,3
2807,180,4,63.2,2,3,3,233,8,0
2808,239,3,14.8,1,2,1,121,4,3
2809,264,2,69.35,1,1,3,113,5,3
2810,0,6,171.4,5,5,5,555,15,4
2811,310,6,305.72,1,5,5,155,11,2
2812,387,2,33.8,1,1,1,111,3,1
2813,44,5,106.6,3,4,4,344,11,4
2814,70,7,152.42,3,5,5,355,13,4
2815,111,4,101.8,2,3,4,234,9,3
2816,80,8,116.3,3,5,4,354,12,4
2817,8,3,98.8,4,2,4,424,10,4
2818,38,3,42.2,3,2,2,322,7,0
2820,401,1,24.2,1,1,1,111,3,1
2822,12,2,23.48,4,1,1,411,6,0
2823,439,2,63.3,1,1,3,113,5,3
2824,23,3,64.2,4,2,3,423,9,4
2825,1,5,129.9,5,4,5,545,14,4
2826,482,1,13.4,1,1,1,111,3,1
2827,60,2,49.22,3,1,2,312,6,0
2828,697,1,26.8,1,1,1,111,3,1
2829,11,3,71.9,4,2,3,423,9,4
2830,191,4,71.2,1,3,3,133,7,0
2831,358,4,52.2,1,3,2,132,6,3
2832,58,5,86.65,3,4,3,343,10,4
2833,138,1,52.3,2,1,2,212,5,0
2834,4,4,177.32,5,3,5,535,13,4
2835,82,7,148.52,3,5,5,355,13,4
2836,1,5,143.12,5,4,5,545,14,4
2837,102,5,56.45,2,4,2,242,8,0
2838,50,3,49.8,3,2,2,322,7,0
2839,60,3,180.3,3,2,5,325,10,2
2840,145,6,117.9,2,5,4,254,11,2
2841,10,1,9.0,4,1,1,411,6,0
2842,154,2,67.8,2,1,3,213,6,0
2843,16,4,55.3,4,3,2,432,9,4
2844,223,1,18.8,1,1,1,111,3,1
2845,90,2,31.9,3,1,1,311,5,0
2846,98,3,58.36,2,2,2,222,6,0
2847,37,6,167.0,3,5,5,355,13,4
2848,45,2,21.4,3,1,1,311,5,0
2849,36,5,133.35,3,4,5,345,12,4
2850,278,4,121.6,1,3,4,134,8,3
2851,105,9,277.4,2,5,5,255,12,2
2852,205,1,19.5,1,1,1,111,3,1
2853,408,2,26.9,1,1,1,111,3,1
2854,325,4,144.02,1,3,5,135,9,3
2855,52,8,215.0,3,5,5,355,13,2
2856,131,2,32.4,2,1,1,211,4,0
2857,256,6,177.8,1,5,5,155,11,2
2858,493,1,36.8,1,1,1,111,3,1
2859,322,2,46.9,1,1,2,112,4,1
2860,10,6,127.48,4,5,5,455,14,4
2861,28,5,70.55,4,4,3,443,11,4
2862,144,3,28.98,2,2,1,221,5,0
2863,541,3,113.0,1,2,4,124,7,3
2864,149,4,76.04,2,3,3,233,8,0
2865,56,3,86.8,3,2,3,323,8,4
2866,623,1,25.0,1,1,1,111,3,1
2867,7,5,98.22,5,4,4,544,13,4
2868,26,8,163.9,4,5,5,455,14,4
2869,20,4,117.1,4,3,4,434,11,4
