member_number,last_purchase,first_purchase,frequency,monetary,total_items,recency,tenure_days,AOV,avg_items_per_order,R_score,F_score,M_score,RFM_code,Segment
2828,2014-02-01,2014-02-01,1,26.8,3,698,0,26.8,3.0,1,1,1,111,Vãng lai
2829,2015-12-19,2014-07-07,3,71.9,17,12,530,23.96666666666667,5.666666666666667,5,2,3,523,Mới
2830,2015-06-22,2014-07-19,4,71.2,23,192,338,17.8,5.75,2,3,3,233,Nguy cơ
2831,2015-01-06,2014-05-18,4,52.2,20,359,233,13.05,5.0,1,3,2,132,Nguy cơ
2832,2015-11-02,2014-05-30,5,86.65,18,59,521,17.330000000000002,3.6,4,4,3,443,Trung thành
2833,2015-08-14,2015-08-14,1,52.3,6,139,0,52.3,6.0,3,1,2,312,Khác
2834,2015-12-26,2014-02-07,4,177.32,21,5,687,44.33,5.25,5,3,5,535,Trung thành
2835,2015-10-09,2014-01-28,7,148.51999999999998,33,83,619,21.217142857142854,4.714285714285714,4,5,5,455,VIP
2836,2015-12-29,2014-10-04,5,143.12,24,2,451,28.624000000000002,4.8,5,4,5,545,VIP
2837,2015-09-19,2014-06-26,5,56.449999999999996,20,103,450,11.29,4.0,4,4,2,442,Trung thành
2838,2015-11-10,2014-04-19,3,49.8,13,51,570,16.599999999999998,4.333333333333333,4,2,2,422,Khác
2839,2015-10-31,2014-06-29,3,180.3,15,61,489,60.1,5.0,4,2,5,425,Khác
2840,2015-08-07,2014-07-22,6,117.9,27,146,381,19.650000000000002,4.5,3,5,4,354,Trung thành
2841,2015-12-20,2015-12-20,1,9.0,3,11,0,9.0,3.0,5,1,1,511,Mới
2842,2015-07-29,2014-05-15,2,67.8,8,155,440,33.9,4.0,3,1,3,313,Khác
2843,2015-12-14,2014-04-14,4,55.300000000000004,21,17,609,13.825000000000001,5.25,5,3,2,532,Trung thành
2844,2015-05-21,2015-05-21,1,18.8,3,224,0,18.8,3.0,2,1,1,211,Vãng lai
2845,2015-10-01,2014-11-26,2,31.900000000000002,10,91,309,15.950000000000001,5.0,4,1,1,411,Vãng lai
2846,2015-09-23,2014-10-26,3,58.36,13,99,332,19.453333333333333,4.333333333333333,4,2,2,422,Khác
2847,2015-11-23,2014-01-04,6,167.0,30,38,688,27.833333333333332,5.0,5,5,5,555,VIP
2848,2015-11-15,2014-07-14,2,21.4,8,46,489,10.7,4.0,5,1,1,511,Mới
2849,2015-11-24,2014-02-11,5,133.35000000000002,25,37,651,26.670000000000005,5.0,5,4,5,545,VIP
2850,2015-03-27,2014-01-10,4,121.6,22,279,441,30.4,5.5,2,3,4,234,Nguy cơ
2851,2015-09-16,2014-01-16,9,277.40000000000003,61,106,608,30.822222222222226,6.777777777777778,3,5,5,355,Trung thành
2852,2015-06-08,2015-06-08,1,19.5,5,206,0,19.5,5.0,2,1,1,211,Vãng lai
2853,2014-11-17,2014-10-26,2,26.9,9,409,22,13.45,4.5,1,1,1,111,Vãng lai
2854,2015-02-08,2014-02-13,4,144.02,27,326,360,36.005,6.75,1,3,5,135,Nguy cơ
2855,2015-11-08,2014-01-17,8,215.0,46,53,660,26.875,5.75,4,5,5,455,VIP
2856,2015-08-21,2014-12-24,2,32.4,6,132,240,16.2,3.0,3,1,1,311,Vãng lai
2857,2015-04-18,2014-05-30,6,177.8,28,257,323,29.633333333333336,4.666666666666667,2,5,5,255,Nguy cơ
2858,2014-08-24,2014-08-24,1,36.8,6,494,0,36.8,6.0,1,1,1,111,Vãng lai
2859,2015-02-11,2014-02-27,2,46.900000000000006,9,323,349,23.450000000000003,4.5,2,1,2,212,Khác
2860,2015-12-20,2014-01-11,6,127.48,28,11,708,21.246666666666666,4.666666666666667,5,5,5,555,VIP
2861,2015-12-02,2014-04-15,5,70.55000000000001,25,29,596,14.110000000000003,5.0,5,4,3,543,Trung thành
2862,2015-08-08,2014-06-02,3,28.98,10,145,432,9.66,3.3333333333333335,3,2,1,321,Khác
2863,2014-07-07,2014-03-03,3,113.0,20,542,126,37.666666666666664,6.666666666666667,1,2,4,124,Khác
2864,2015-08-03,2014-01-12,4,76.04,17,150,568,19.01,4.25,3,3,3,333,Trung thành
2865,2015-11-04,2014-09-23,3,86.80000000000001,18,57,407,28.933333333333337,6.0,4,2,3,423,Khác
2866,2014-04-16,2014-04-16,1,25.0,5,624,0,25.0,5.0,1,1,1,111,Vãng lai
2867,2015-12-23,2014-05-09,5,98.22,30,8,593,19.644,6.0,5,4,4,544,VIP
2868,2015-12-04,2014-03-04,8,163.9,40,27,640,20.4875,5.0,5,5,5,555,VIP
2869,2015-12-10,2014-08-02,4,117.1,27,21,495,29.275,6.75,5,3,4,534,Trung thành
2870,2015-10-25,2014-09-04,5,228.6,31,67,416,45.72,6.2,4,4,5,445,VIP
2871,2015-12-20,2014-04-21,4,77.25,19,11,608,19.3125,4.75,5,3,3,533,Trung thành
2872,2015-09-19,2014-08-04,3,82.69,18,103,411,27.563333333333333,6.0,4,2,3,423,Khác
2873,2015-09-03,2014-01-28,6,105.0,29,119,583,17.5,4.833333333333333,3,5,4,354,Trung thành
2874,2015-09-09,2015-01-05,4,88.1,33,113,247,22.025,8.25,3,3,4,334,Trung thành
2875,2015-11-01,2014-04-30,3,57.4,15,60,550,19.133333333333333,5.0,4,2,2,422,Khác
2876,2015-10-30,2014-12-20,5,77.32,22,62,314,15.463999999999999,4.4,4,4,3,443,Trung thành
2877,2015-04-10,2014-06-13,2,75.5,15,265,301,37.75,7.5,2,1,3,213,Khác
2878,2014-11-04,2014-06-13,2,11.5,5,422,144,5.75,2.5,1,1,1,111,Vãng lai
2879,2015-12-28,2014-06-27,5,100.7,23,3,549,20.14,4.6,5,4,4,544,VIP
2880,2015-11-03,2014-12-04,3,66.5,16,58,334,22.166666666666668,5.333333333333333,4,2,3,423,Khác
2881,2014-06-01,2014-03-06,2,28.65,8,578,87,14.325,4.0,1,1,1,111,Vãng lai
2882,2015-06-25,2014-12-12,4,69.75,23,189,195,17.4375,5.75,3,3,3,333,Trung thành
2883,2015-10-12,2014-05-09,4,85.7,23,80,521,21.425,5.75,4,3,3,433,Trung thành
2884,2015-12-28,2014-03-17,4,84.45,14,3,651,21.1125,3.5,5,3,3,533,Trung thành
2885,2015-11-19,2014-07-25,5,116.0,25,42,482,23.2,5.0,5,4,4,544,VIP
2886,2014-12-12,2014-02-14,2,41.4,7,384,301,20.7,3.5,1,1,2,112,Khác
2887,2015-01-17,2014-12-05,2,31.099999999999998,9,348,43,15.549999999999999,4.5,1,1,1,111,Vãng lai
2888,2015-12-20,2014-05-04,4,35.900000000000006,20,11,595,8.975000000000001,5.0,5,3,1,531,Trung thành
2889,2015-01-20,2015-01-20,1,11.100000000000001,6,345,0,11.100000000000001,6.0,1,1,1,111,Vãng lai
2890,2015-04-26,2014-02-13,2,51.86,15,249,437,25.93,7.5,2,1,2,212,Khác
2891,2015-07-02,2015-07-02,1,54.15,14,182,0,54.15,14.0,3,1,2,312,Khác
2892,2014-11-20,2014-08-19,2,38.0,11,406,93,19.0,5.5,1,1,2,112,Khác
2893,2015-12-12,2014-01-19,5,101.1,21,19,692,20.22,4.2,5,4,4,544,VIP
2894,2015-03-14,2015-03-14,1,16.0,5,292,0,16.0,5.0,2,1,1,211,Vãng lai
2895,2015-08-14,2015-08-14,1,36.300000000000004,4,139,0,36.300000000000004,4.0,3,1,1,311,Vãng lai
2897,2015-01-27,2014-04-26,3,96.60000000000001,13,338,276,32.2,4.333333333333333,1,2,4,124,Khác
2898,2014-07-23,2014-01-07,3,19.700000000000003,13,526,197,6.566666666666667,4.333333333333333,1,2,1,121,Khác
2899,2015-11-24,2014-01-08,4,59.6,21,37,685,14.9,5.25,5,3,2,532,Trung thành
2900,2015-04-11,2014-02-19,4,72.72,24,264,416,18.18,6.0,2,3,3,233,Nguy cơ
2901,2014-08-09,2014-04-14,4,96.15,16,509,117,24.0375,4.0,1,3,4,134,Nguy cơ
2902,2015-08-16,2015-06-06,3,76.69999999999999,14,137,71,25.566666666666663,4.666666666666667,3,2,3,323,Khác
2903,2015-08-08,2014-05-08,3,54.4,21,145,457,18.133333333333333,7.0,3,2,2,322,Khác
2904,2015-09-17,2014-04-07,4,60.3,13,105,528,15.075,3.25,4,3,2,432,Trung thành
2905,2015-10-22,2014-01-17,2,85.8,12,70,643,42.9,6.0,4,1,3,413,Khác
2906,2015-07-08,2014-03-02,5,94.35,24,176,493,18.869999999999997,4.8,3,4,4,344,Trung thành
2907,2014-12-19,2014-03-25,7,124.05,32,377,269,17.72142857142857,4.571428571428571,1,5,4,154,Nguy cơ
2908,2015-03-15,2014-03-28,3,53.2,18,291,352,17.733333333333334,6.0,2,2,2,222,Khác
2909,2015-05-08,2014-01-18,5,105.7,24,237,475,21.14,4.8,2,4,4,244,Nguy cơ
2910,2015-12-04,2014-03-01,5,95.8,28,27,643,19.16,5.6,5,4,4,544,VIP
2911,2015-07-14,2014-03-23,2,10.850000000000001,7,170,478,5.425000000000001,3.5,3,1,1,311,Vãng lai
2912,2015-01-28,2014-08-24,5,61.79,19,337,157,12.358,3.8,1,4,2,142,Nguy cơ
2913,2015-07-04,2014-12-14,2,40.03,7,180,202,20.015,3.5,3,1,2,312,Khác
2914,2015-11-30,2014-10-09,4,67.10000000000001,14,31,417,16.775000000000002,3.5,5,3,3,533,Trung thành
2915,2014-11-04,2014-07-29,2,85.8,8,422,98,42.9,4.0,1,1,3,113,Khác
2916,2015-06-13,2014-08-12,4,90.39000000000001,27,201,305,22.597500000000004,6.75,2,3,4,234,Nguy cơ
2917,2014-05-27,2014-04-22,2,65.7,14,583,35,32.85,7.0,1,1,3,113,Khác
2918,2015-12-11,2014-05-27,8,252.6,44,20,563,31.575,5.5,5,5,5,555,VIP
2919,2015-06-30,2014-01-14,2,32.5,7,184,532,16.25,3.5,3,1,1,311,Vãng lai
2920,2015-10-11,2014-05-12,5,60.3,23,81,517,12.059999999999999,4.6,4,4,2,442,Trung thành
2921,2014-11-27,2014-03-04,3,70.39999999999999,19,399,268,23.466666666666665,6.333333333333333,1,2,3,123,Khác
2922,2015-12-26,2014-02-23,3,46.7,11,5,671,15.566666666666668,3.6666666666666665,5,2,2,522,Mới
2923,2014-11-02,2014-03-11,2,67.6,9,424,236,33.8,4.5,1,1,3,113,Khác
2924,2015-11-19,2014-03-27,4,63.16,26,42,602,15.79,6.5,5,3,3,533,Trung thành
2925,2015-12-11,2014-04-01,7,111.8,30,20,619,15.971428571428572,4.285714285714286,5,5,4,554,VIP
2926,2015-11-08,2014-06-16,3,34.15,14,53,510,11.383333333333333,4.666666666666667,4,2,1,421,Khác
2927,2015-02-03,2014-01-13,5,60.36,17,331,386,12.072,3.4,1,4,2,142,Nguy cơ
2928,2015-09-22,2014-11-04,4,164.0,20,100,322,41.0,5.0,4,3,5,435,Trung thành
2929,2014-10-22,2014-09-24,2,68.7,12,435,28,34.35,6.0,1,1,3,113,Khác
2930,2015-03-23,2014-02-14,4,82.5,29,283,402,20.625,7.25,2,3,3,233,Nguy cơ
2931,2014-07-05,2014-07-05,1,27.700000000000003,8,544,0,27.700000000000003,8.0,1,1,1,111,Vãng lai
2932,2015-03-20,2014-06-22,4,88.5,29,286,271,22.125,7.25,2,3,4,234,Nguy cơ
2933,2015-04-06,2014-08-01,2,56.8,14,269,248,28.4,7.0,2,1,2,212,Khác
2934,2015-09-13,2014-03-22,4,58.5,15,109,540,14.625,3.75,3,3,2,332,Trung thành
2935,2015-01-09,2014-01-03,4,62.7,23,356,371,15.675,5.75,1,3,3,133,Nguy cơ
2936,2015-06-08,2014-03-07,2,55.2,9,206,458,27.6,4.5,2,1,2,212,Khác
2937,2015-07-31,2014-01-10,7,102.16,29,153,567,14.594285714285714,4.142857142857143,3,5,4,354,Trung thành
2938,2015-06-25,2014-03-23,3,88.8,12,189,459,29.599999999999998,4.0,3,2,4,324,Khác
2939,2015-08-03,2014-10-22,3,55.800000000000004,15,150,285,18.6,5.0,3,2,2,322,Khác
2940,2015-11-07,2014-01-11,4,74.2,23,54,665,18.55,5.75,4,3,3,433,Trung thành
2941,2015-10-03,2014-01-27,6,45.3,21,89,614,7.55,3.5,4,5,2,452,Trung thành
2942,2015-02-01,2014-08-17,3,79.35,21,333,168,26.45,7.0,1,2,3,123,Khác
2943,2015-06-20,2014-01-01,4,54.230000000000004,15,194,535,13.557500000000001,3.75,2,3,2,232,Nguy cơ
2944,2015-02-01,2014-07-31,4,130.9,24,333,185,32.725,6.0,1,3,5,135,Nguy cơ
2945,2015-07-19,2014-11-16,2,60.800000000000004,13,165,245,30.400000000000002,6.5,3,1,2,312,Khác
2946,2015-11-04,2014-01-09,8,162.74,30,57,664,20.3425,3.75,4,5,5,455,VIP
2947,2015-07-16,2014-03-03,3,93.1,15,168,500,31.03333333333333,5.0,3,2,4,324,Khác
2948,2015-06-19,2014-04-11,4,80.24000000000001,20,195,434,20.060000000000002,5.0,2,3,3,233,Nguy cơ
2949,2014-06-01,2014-03-25,2,40.260000000000005,12,578,68,20.130000000000003,6.0,1,1,2,112,Khác
2950,2015-10-10,2014-02-03,6,125.34,32,82,614,20.89,5.333333333333333,4,5,4,454,VIP
2951,2015-12-22,2014-12-30,3,37.650000000000006,17,9,357,12.550000000000002,5.666666666666667,5,2,2,522,Mới
2952,2015-11-25,2014-01-12,5,149.36,31,36,682,29.872000000000003,6.2,5,4,5,545,VIP
2953,2015-01-04,2015-01-04,1,14.6,7,361,0,14.6,7.0,1,1,1,111,Vãng lai
2954,2015-06-05,2014-05-28,3,29.5,17,209,373,9.833333333333334,5.666666666666667,2,2,1,221,Khác
2955,2015-06-06,2014-03-21,6,69.4,24,208,442,11.566666666666668,4.0,2,5,3,253,Nguy cơ
2956,2015-12-02,2014-05-03,5,60.8,24,29,578,12.16,4.8,5,4,2,542,Trung thành
2957,2015-11-27,2014-02-26,7,153.56,43,34,639,21.937142857142856,6.142857142857143,5,5,5,555,VIP
2958,2015-06-14,2014-03-11,5,76.4,17,200,460,15.280000000000001,3.4,2,4,3,243,Nguy cơ
2960,2015-12-19,2014-03-11,9,239.24,56,12,648,26.582222222222224,6.222222222222222,5,5,5,555,VIP
2961,2015-11-16,2014-03-14,6,153.36,37,45,612,25.560000000000002,6.166666666666667,5,5,5,555,VIP
2962,2015-04-26,2014-06-07,4,43.45,19,249,323,10.8625,4.75,2,3,2,232,Nguy cơ
2963,2014-05-27,2014-03-01,2,13.2,8,583,87,6.6,4.0,1,1,1,111,Vãng lai
2964,2015-08-11,2014-02-04,5,140.2,27,142,553,28.04,5.4,3,4,5,345,Trung thành
2965,2014-06-07,2014-01-04,2,59.45,11,572,154,29.725,5.5,1,1,2,112,Khác
2966,2014-11-26,2014-10-08,2,31.700000000000003,7,400,49,15.850000000000001,3.5,1,1,1,111,Vãng lai
2967,2015-02-06,2014-01-23,3,38.65,12,328,379,12.883333333333333,4.0,1,2,2,122,Khác
2968,2015-10-17,2015-10-17,1,12.64,5,75,0,12.64,5.0,4,1,1,411,Vãng lai
2969,2015-12-08,2014-04-13,4,73.7,14,23,604,18.425,3.5,5,3,3,533,Trung thành
2970,2015-12-30,2014-11-11,2,33.6,13,1,414,16.8,6.5,5,1,1,511,Mới
2971,2015-01-27,2014-03-04,3,91.62,13,338,329,30.540000000000003,4.333333333333333,1,2,4,124,Khác
2972,2015-05-21,2014-02-19,2,87.9,20,224,456,43.95,10.0,2,1,4,214,Khác
2973,2014-12-13,2014-07-31,5,81.6,24,383,135,16.32,4.8,1,4,3,143,Nguy cơ
2974,2015-12-26,2014-01-01,4,77.7,18,5,724,19.425,4.5,5,3,3,533,Trung thành
2975,2015-10-24,2014-03-27,5,89.39999999999999,25,68,576,17.88,5.0,4,4,4,444,VIP
2976,2015-06-02,2014-09-20,2,28.21,10,212,255,14.105,5.0,2,1,1,211,Vãng lai
2977,2015-11-16,2014-11-26,4,71.5,25,45,355,17.875,6.25,5,3,3,533,Trung thành
2978,2015-11-25,2014-08-27,5,133.3,35,36,455,26.660000000000004,7.0,5,4,5,545,VIP
2979,2015-08-09,2014-08-25,4,76.85,23,144,349,19.2125,5.75,3,3,3,333,Trung thành
2980,2015-04-27,2014-01-17,3,70.96000000000001,13,248,465,23.653333333333336,4.333333333333333,2,2,3,223,Khác
2981,2015-12-03,2014-06-05,4,43.800000000000004,18,28,546,10.950000000000001,4.5,5,3,2,532,Trung thành
2982,2015-06-25,2014-01-05,5,95.9,29,189,536,19.18,5.8,3,4,4,344,Trung thành
2983,2015-09-11,2014-02-28,2,66.0,8,111,560,33.0,4.0,3,1,3,313,Khác
2984,2015-02-24,2014-04-22,4,49.400000000000006,22,310,308,12.350000000000001,5.5,2,3,2,232,Nguy cơ
2985,2015-05-29,2015-01-05,2,21.5,8,216,144,10.75,4.0,2,1,1,211,Vãng lai
2986,2015-05-19,2014-03-28,5,95.10000000000001,36,226,417,19.020000000000003,7.2,2,4,4,244,Nguy cơ
2987,2014-04-16,2014-04-16,1,20.6,5,624,0,20.6,5.0,1,1,1,111,Vãng lai
2988,2015-10-14,2015-10-14,1,10.200000000000001,5,78,0,10.200000000000001,5.0,4,1,1,411,Vãng lai
2989,2015-01-30,2014-03-25,4,81.1,18,335,311,20.275,4.5,1,3,3,133,Nguy cơ
2990,2015-08-12,2014-03-30,9,303.61,49,141,500,33.73444444444445,5.444444444444445,3,5,5,355,Trung thành
2991,2015-02-16,2014-03-01,5,111.78,26,318,352,22.356,5.2,2,4,4,244,Nguy cơ
2992,2015-11-09,2015-11-09,1,15.6,5,52,0,15.6,5.0,4,1,1,411,Vãng lai
2993,2015-05-05,2014-06-24,6,296.96000000000004,35,240,315,49.49333333333334,5.833333333333333,2,5,5,255,Nguy cơ
2994,2014-07-12,2014-04-30,2,58.7,10,537,73,29.35,5.0,1,1,2,112,Khác
2995,2015-02-18,2014-03-19,2,35.59,9,316,336,17.795,4.5,2,1,1,211,Vãng lai
2996,2015-09-26,2014-04-29,6,187.8,34,96,515,31.3,5.666666666666667,4,5,5,455,VIP
2997,2015-12-30,2014-02-09,5,144.87,33,1,689,28.974,6.6,5,4,5,545,VIP
2998,2015-07-14,2014-10-30,2,18.6,10,170,257,9.3,5.0,3,1,1,311,Vãng lai
2999,2015-08-03,2014-08-12,3,76.3,14,150,356,25.433333333333334,4.666666666666667,3,2,3,323,Khác
3000,2014-08-22,2014-08-22,1,15.399999999999999,3,496,0,15.399999999999999,3.0,1,1,1,111,Vãng lai
3001,2015-12-24,2015-11-14,2,25.2,8,7,40,12.6,4.0,5,1,1,511,Mới
3002,2015-08-13,2014-12-12,5,141.6,31,140,244,28.32,6.2,3,4,5,345,Trung thành
3003,2014-05-08,2014-03-08,3,46.040000000000006,11,602,61,15.34666666666667,3.6666666666666665,1,2,2,122,Khác
3004,2015-02-10,2014-09-04,2,30.35,9,324,159,15.175,4.5,2,1,1,211,Vãng lai
3005,2015-07-12,2014-04-18,5,99.1,22,172,450,19.82,4.4,3,4,4,344,Trung thành
3006,2015-12-27,2014-01-06,3,59.3,14,4,720,19.766666666666666,4.666666666666667,5,2,2,522,Mới
3007,2014-12-02,2014-04-01,2,10.700000000000001,6,394,245,5.3500000000000005,3.0,1,1,1,111,Vãng lai
3008,2014-07-09,2014-04-15,2,27.3,9,540,85,13.65,4.5,1,1,1,111,Vãng lai
3009,2015-08-14,2014-01-27,6,78.10000000000001,26,139,564,13.016666666666667,4.333333333333333,3,5,3,353,Trung thành
3010,2015-08-14,2014-01-21,5,65.44,23,139,570,13.088,4.6,3,4,3,343,Trung thành
3011,2015-06-22,2014-04-02,5,45.7,21,192,446,9.14,4.2,2,4,2,242,Nguy cơ
3012,2015-09-20,2014-07-24,3,27.9,12,102,423,9.299999999999999,4.0,4,2,1,421,Khác
3013,2015-08-21,2014-03-25,5,82.3,25,132,514,16.46,5.0,3,4,3,343,Trung thành
3014,2015-11-11,2014-12-20,5,256.0,33,50,326,51.2,6.6,4,4,5,445,VIP
3015,2015-10-10,2014-01-31,4,79.3,21,82,617,19.825,5.25,4,3,3,433,Trung thành
3016,2015-12-01,2014-04-21,3,40.0,10,30,589,13.333333333333334,3.3333333333333335,5,2,2,522,Mới
3017,2015-09-28,2014-09-11,3,70.80000000000001,9,94,382,23.600000000000005,3.0,4,2,3,423,Khác
3018,2015-06-27,2014-11-17,3,28.800000000000004,10,187,222,9.600000000000001,3.3333333333333335,3,2,1,321,Khác
3019,2015-12-19,2014-12-13,2,31.4,10,12,371,15.7,5.0,5,1,1,511,Mới
3020,2015-08-27,2014-06-13,3,61.300000000000004,15,126,440,20.433333333333334,5.0,3,2,2,322,Khác
3021,2015-01-30,2014-06-22,4,58.3,23,335,222,14.575,5.75,1,3,2,132,Nguy cơ
3022,2015-11-15,2014-02-16,4,96.4,18,46,637,24.1,4.5,5,3,4,534,Trung thành
3023,2015-07-28,2014-12-11,3,68.8,19,156,229,22.933333333333334,6.333333333333333,3,2,3,323,Khác
3024,2014-12-23,2014-12-22,2,54.2,10,373,1,27.1,5.0,1,1,2,112,Khác
3025,2015-10-19,2014-01-19,4,131.0,23,73,638,32.75,5.75,4,3,5,435,Trung thành
3026,2015-01-24,2014-03-30,5,51.25,25,341,300,10.25,5.0,1,4,2,142,Nguy cơ
3027,2015-09-15,2014-04-29,4,74.9,15,107,504,18.725,3.75,3,3,3,333,Trung thành
3028,2015-06-09,2014-01-04,6,178.20000000000002,32,205,521,29.700000000000003,5.333333333333333,2,5,5,255,Nguy cơ
3029,2015-05-31,2014-10-19,3,89.36,16,214,224,29.786666666666665,5.333333333333333,2,2,4,224,Khác
3030,2014-12-14,2014-05-02,4,101.4,22,382,226,25.35,5.5,1,3,4,134,Nguy cơ
3031,2015-12-18,2014-12-01,5,187.8,34,13,382,37.56,6.8,5,4,5,545,VIP
3032,2015-06-05,2014-12-28,2,24.55,8,209,159,12.275,4.0,2,1,1,211,Vãng lai
3033,2014-09-25,2014-02-28,3,75.0,15,462,209,25.0,5.0,1,2,3,123,Khác
3034,2015-05-22,2014-10-06,5,73.5,19,223,228,14.7,3.8,2,4,3,243,Nguy cơ
3035,2015-11-29,2014-02-21,6,74.9,24,32,646,12.483333333333334,4.0,5,5,3,553,Trung thành
3036,2015-09-18,2015-07-12,3,80.44,28,104,68,26.813333333333333,9.333333333333334,4,2,3,423,Khác
3037,2015-02-23,2015-02-01,2,21.099999999999998,6,311,22,10.549999999999999,3.0,2,1,1,211,Vãng lai
3038,2015-01-11,2014-04-13,5,76.3,29,354,273,15.26,5.8,1,4,3,143,Nguy cơ
3039,2015-11-28,2014-08-20,4,40.95,20,33,465,10.2375,5.0,5,3,2,532,Trung thành
3040,2014-10-11,2014-10-11,1,54.39999999999999,8,446,0,54.39999999999999,8.0,1,1,2,112,Khác
3041,2015-09-15,2014-02-18,5,123.49000000000001,25,107,574,24.698,5.0,3,4,4,344,Trung thành
3042,2015-12-27,2014-04-04,7,123.1,41,4,632,17.585714285714285,5.857142857142857,5,5,4,554,VIP
3043,2015-01-05,2015-01-05,1,41.4,5,360,0,41.4,5.0,1,1,2,112,Khác
3044,2015-09-29,2014-04-08,7,120.62,38,93,539,17.231428571428573,5.428571428571429,4,5,4,454,VIP
3045,2015-03-26,2014-01-29,4,143.14999999999998,19,280,421,35.787499999999994,4.75,2,3,5,235,Nguy cơ
3046,2015-11-18,2014-02-28,6,163.8,46,43,628,27.3,7.666666666666667,5,5,5,555,VIP
3047,2015-09-07,2014-08-16,2,28.3,12,115,387,14.15,6.0,3,1,1,311,Vãng lai
3048,2015-12-10,2014-05-23,6,234.0,40,21,566,39.0,6.666666666666667,5,5,5,555,VIP
3049,2015-02-05,2014-09-30,2,82.9,9,329,128,41.45,4.5,1,1,3,113,Khác
3050,2015-12-15,2014-05-03,9,221.55,63,16,591,24.616666666666667,7.0,5,5,5,555,VIP
3051,2015-11-29,2014-05-25,4,100.19999999999999,23,32,553,25.049999999999997,5.75,5,3,4,534,Trung thành
3052,2015-07-04,2014-10-26,2,22.05,12,180,251,11.025,6.0,3,1,1,311,Vãng lai
3053,2015-12-25,2014-12-13,3,82.2,18,6,377,27.400000000000002,6.0,5,2,3,523,Mới
3054,2015-06-28,2014-01-17,7,123.60000000000001,35,186,527,17.65714285714286,5.0,3,5,4,354,Trung thành
3055,2015-08-18,2015-08-18,1,56.2,9,135,0,56.2,9.0,3,1,2,312,Khác
3056,2015-08-15,2014-03-31,2,33.4,8,138,502,16.7,4.0,3,1,1,311,Vãng lai
3057,2014-07-16,2014-01-28,2,35.1,9,533,169,17.55,4.5,1,1,1,111,Vãng lai
3058,2015-07-27,2014-03-12,3,72.4,17,157,502,24.133333333333336,5.666666666666667,3,2,3,323,Khác
3059,2014-12-13,2014-03-05,4,86.53999999999999,19,383,283,21.634999999999998,4.75,1,3,3,133,Nguy cơ
3060,2015-07-05,2014-07-31,3,45.4,10,179,339,15.133333333333333,3.3333333333333335,3,2,2,322,Khác
3061,2015-12-05,2015-02-10,4,42.35,15,26,298,10.5875,3.75,5,3,2,532,Trung thành
3062,2015-08-01,2014-07-09,4,98.82000000000001,25,152,388,24.705000000000002,6.25,3,3,4,334,Trung thành
3063,2015-12-28,2014-02-08,5,78.2,22,3,688,15.64,4.4,5,4,3,543,Trung thành
3064,2015-01-02,2014-06-14,2,16.400000000000002,7,363,202,8.200000000000001,3.5,1,1,1,111,Vãng lai
3065,2014-12-28,2014-02-23,3,46.95,15,368,308,15.65,5.0,1,2,2,122,Khác
3066,2015-12-06,2014-09-20,6,72.0,28,25,442,12.0,4.666666666666667,5,5,3,553,Trung thành
3067,2015-11-27,2014-02-27,5,118.08,23,34,638,23.616,4.6,5,4,4,544,VIP
3068,2015-06-19,2014-05-25,3,54.1,13,195,390,18.033333333333335,4.333333333333333,2,2,2,222,Khác
3069,2015-04-09,2014-04-04,2,29.0,7,266,370,14.5,3.5,2,1,1,211,Vãng lai
3071,2015-06-13,2014-04-18,4,143.85,29,201,421,35.9625,7.25,2,3,5,235,Nguy cơ
3072,2015-06-08,2014-06-18,5,140.15,28,206,355,28.03,5.6,2,4,5,245,Nguy cơ
3073,2015-01-17,2014-07-06,2,30.0,6,348,195,15.0,3.0,1,1,1,111,Vãng lai
3074,2015-04-13,2014-11-03,2,40.14,10,262,161,20.07,5.0,2,1,2,212,Khác
3075,2015-10-15,2014-02-09,3,40.2,10,77,613,13.4,3.3333333333333335,4,2,2,422,Khác
3076,2015-12-08,2014-02-22,2,45.699999999999996,5,23,654,22.849999999999998,2.5,5,1,2,512,Mới
3077,2015-08-31,2014-04-01,6,148.01,35,122,517,24.668333333333333,5.833333333333333,3,5,5,355,Trung thành
3078,2015-09-01,2014-12-17,2,27.299999999999997,10,121,258,13.649999999999999,5.0,3,1,1,311,Vãng lai
3079,2015-03-10,2014-04-13,4,84.3,15,296,331,21.075,3.75,2,3,3,233,Nguy cơ
3080,2014-02-15,2014-02-15,1,7.8500000000000005,4,684,0,7.8500000000000005,4.0,1,1,1,111,Vãng lai
3081,2014-09-23,2014-02-26,5,128.03,27,464,209,25.606,5.4,1,4,5,145,Nguy cơ
3082,2015-09-25,2014-05-21,10,156.15,53,97,492,15.615,5.3,4,5,5,455,VIP
3083,2014-09-19,2014-03-29,4,92.95,22,468,174,23.2375,5.5,1,3,4,134,Nguy cơ
3084,2015-10-26,2014-01-22,7,84.5,26,66,642,12.071428571428571,3.7142857142857144,4,5,3,453,Trung thành
3085,2015-07-11,2015-01-21,2,36.2,11,173,171,18.1,5.5,3,1,1,311,Vãng lai
3086,2015-04-04,2014-04-14,4,61.74000000000001,21,271,355,15.435000000000002,5.25,2,3,2,232,Nguy cơ
3087,2014-12-27,2014-02-21,3,18.400000000000002,13,369,309,6.133333333333334,4.333333333333333,1,2,1,121,Khác
